Name,Started,County,Location,AcresBurned,PercentContained,Longitude,Latitude,Year,ExtinguishedTime
Ranch Fire,2022-08-29 07:53:00+00:00,Humboldt,HWY 169 Near McCovey Ranch on the East side of the Klamath River,26.0,100.0,-123.9477,41.4626,2022,81.12
Gulch Fire,2022-08-29 11:26:45+00:00,Los Angeles,San Gabriel Canyon Road ,113.0,100.0,-117.8608,34.2026,2022,213.05
Route Fire,2022-08-31 12:01:00+00:00,Los Angeles,"I5 and Lake Hughes Road, near Castaic ",5208.0,100.0,-118.6479,34.5255,2022,140.76
Border 32,2022-08-31 14:17:00+00:00,San Diego,"Barret Lake Road & Hwy 94, near Barret Lake ",4456.0,100.0,-116.707395,32.612181,2022,1571.0967359767892
Branstetter Fire ,2022-09-01 12:13:00+00:00,Shasta,"Branstetter Lane and Cedars Road, City of Redding ",34.0,100.0,-122.3975,40.5336,2022,1571.0967359767892
Walker Fire,2022-09-01 15:59:00+00:00,Mendocino,"Highway 101 and Walker Road, South of the community of Willits ",124.0,100.0,-123.3159,39.3669,2022,1571.0967359767892
Woods Fire,2022-09-01 20:40:00+00:00,Tuolumne," Highway 108 and Stockton Road, Sonora",21.0,100.0,-120.4013,37.968,2022,1571.0967359767892
Mill Fire,2022-09-02 12:49:00+00:00,Siskiyou,"Woodridge Court and Woodridge Way, City of Weed",3939.0,100.0,-122.3852,41.4303,2022,293.94
Tower Fire,2022-09-02 16:18:02+00:00,Calaveras,"Rock Creed Road & Salt Spring Valley Reservoir, northwest of Copperopolis",73.0,100.0,-120.7489517,38.0182816,2022,1571.0967359767892
Mountain Fire ,2022-09-02 15:48:00+00:00,Siskiyou,"Gazelle-Callahan Road,  east of Gazelle Mountain , southeast of Gazelle",13440.0,100.0,-122.627469,41.459009,2022,1571.0967359767892
Sandia Fire,2022-09-04 13:42:00+00:00,San Diego,"Sandia Creek Dr, north of De Luz Rd in De Luz",30.0,100.0,-117.246996,33.432924,2022,30.3
Caesar Fire,2022-09-05 12:00:00+00:00,San Diego,"Hwy 78 and Ramona Trails Drrive, east of Ramona",50.0,100.0,-116.811345,33.064629,2022,1571.0967359767892
Fairview Fire,2022-09-05 16:00:00+00:00,Riverside,"Fairview Avenue and Bautista Canyon Road, near Hemet",28098.0,100.0,-116.893227,33.717062,2022,1571.0967359767892
Hill Fire,2022-09-06 07:40:00+00:00,Placer,Iowa Hill Rd near Forest Hill,11.0,100.0,-120.816083,39.1252,2022,224.33
Radford Fire,2022-09-05 11:52:15+00:00,San Bernardino,North of Highway 38 in the Barton Flats Area,1079.0,100.0,-116.882,34.177,2022,600.84
Rosa Fire,2022-09-06 15:15:00+00:00,San Luis Obispo,Santa Rosa Creek Rd and Cinnabar Rock Trail,16.0,100.0,-121.012313,35.580125,2022,5.08
Power Fire ,2022-09-06 16:23:23+00:00,Fresno,Powerhouse Rd at Aubery Rd,130.0,100.0,-119.485927,37.080478,2022,1571.0967359767892
Mosquito Fire,2022-09-06 18:00:00+00:00,Placer,"Mosquito Road and OxBow Reservoir east of Foresthill, Placer County ",76788.0,100.0,-120.7447,39.00591,2022,1096.31
Fork Fire ,2022-09-07 15:30:00+00:00,Madera,"Road 222 and Road 200, North fork",819.0,100.0,-119.50881,37.21945,2022,171.48
Coyote Fire,2022-09-07 14:52:00+00:00,Siskiyou,"Coyote Ridge, west of Red Rock Lakes, southeast of Dorris",297.0,100.0,-121.839853,41.8739166,2022,148.45
Barnes Fire,2022-09-07 15:59:00+00:00,Modoc,"Buck Creek Road and Buck Creek Overlook Road, north of Davis Creek in Modoc County",5843.0,100.0,-120.29122,41.87117,2022,500.74
Red Fire,2022-08-04 10:04:42+00:00,Mariposa,Between Red Creek and Illilouette Creek,4297.726568589988,99.91242829827915,-119.471,37.661,2022,7535.42
Rodgers Fire,2022-08-08 10:09:32+00:00,Mariposa,Northwest of Rodgers Canyon and southwest of Pleasant Valley,4297.726568589988,99.91242829827915,-119.552,37.954,2022,1571.0967359767892
Eliza Fire,2022-09-08 19:57:47+00:00,Siskiyou,Hawkinsville Humbug Rd and Humbug Creek Rd west of Yreka,4297.726568589988,99.91242829827915,-122.692408,41.793769,2022,1571.0967359767892
Forward Fire,2022-09-09 14:31:00+00:00,Tehama,"Manton Ponderosa Way and Digger Creek, in Manton",160.0,100.0,-121.81822,40.44109,2022,184.93
Dutch Fire,2022-09-13 12:51:00+00:00,Placer,"I-80 & Ridge Rd, Dutch Flat",48.0,100.0,-120.8266,39.1902,2022,1571.0967359767892
Garden Fire,2022-09-17 14:58:32+00:00,Placer,"Garden Bar Road and Big Hill Road, Northwest of Auburn",29.0,100.0,-121.2122,39.9929,2022,1571.0967359767892
Irie Fire,2022-09-21 07:29:00+00:00,Tulare,"Gibbons Rd. and Gibbons Canyon, east of Porterville",4297.726568589988,99.91242829827915,-118.752908,36.007323,2022,1571.0967359767892
Manzanita Fire ,2022-09-23 15:23:00+00:00,San Bernardino,"Manzanita Flats, North of San Bernardino ",4297.726568589988,99.91242829827915,-117.1529,34.1776,2022,1571.0967359767892
97 Fire,2022-09-27 08:54:50+00:00,Siskiyou,"Quarry Road and Quarry Lance, Lake Shastina ",30.0,100.0,-122.3414,41.4987,2022,1571.0967359767892
Howard Fire,2022-10-08 15:42:50+00:00,Ventura,"Rose Valley Rd and Gene Marshall-Piedra Blanca Trail,  northeast of Ojai ",4297.726568589988,99.91242829827915,-119.167059,34.560597,2022,1571.0967359767892
Pleasant Fire ,2022-10-23 12:55:00+00:00,Inyo,"Hwy 395 & Sawmill Road, Bishop ",50.0,100.0,-118.50091,37.38939,2022,47.08
Heritage Fire,2022-05-15 09:49:29+00:00,San Bernardino,Heritage Road & National Trails Highway,500.0,100.0,0.0,34.610082,2022,1571.0967359767892
Summit Fire,2022-08-03 10:16:06+00:00,Tulare,Sequoia National Park,1400.0,100.0,-118.650278,36.319167,2022,1571.0967359767892
Nob Fire,2023-04-26 10:16:00+00:00,San Bernardino,"East Blue Ridge and Paiute, south of Wrightwood",4297.726568589988,99.91242829827915,-117.565833,34.293103,2023,1571.0967359767892
66 Fire,2023-05-15 12:10:00+00:00,Riverside,Ave 66 and Hwy 86,127.0,100.0,-116.092746,33.569342,2023,78.83
Johnson Fire,2023-05-20 20:34:18+00:00,Riverside,"Johnson Street and 81st Avenue, Mecca",4297.726568589988,99.91242829827915,-116.0614,33.4626,2023,61.82
Point Fire,2023-05-21 17:45:00+00:00,Shasta,"Two Feathers Road and Wagon Gulch Road, 13 miles SW of Redding",10.0,100.0,-122.47542,40.417676,2023,1571.0967359767892
Ramona Fire,2023-05-22 14:11:00+00:00,Riverside,Ramona Expressway and North Warren Rd,338.0,100.0,-117.033714,33.823424,2023,77.82
Pistol Fire,2023-05-30 11:32:00+00:00,Fresno,"Auberry Road and Summit Mountain Road, northeast of Fresno",123.0,100.0,-119.6801,36.9466,2023,7.07
Sicard Fire,2023-05-30 14:05:00+00:00,Yuba,"Sicard Flat Rd and Wandering Way, Smartsville",13.0,100.0,-121.3475,39.2349,2023,1571.0967359767892
Orange Fire,2023-06-01 16:46:00+00:00,Fresno,"Orange Cove, southeast of Fresno ",108.0,100.0,-119.2971,36.678,2023,23.11
Panoche Fire,2023-06-03 14:26:46+00:00,Fresno,North of Little Panoche Rd,65.0,100.0,-120.8991,36.7536,2023,22.16
Valley Fire,2023-06-03 15:53:58+00:00,Tulare,"Reservation Road and Success Valley Drive, East of Porterville ",135.0,100.0,-118.8582,36.0322,2023,25.36
Range Fire,2023-06-04 17:38:50+00:00,Monterey,"San Vicente Road, north of Soledad",72.0,100.0,-121.3319,36.4647,2023,25.17
Rodeo Fire,2023-06-09 16:46:00+00:00,Fresno,"Hills Valley Road and Highway 180, West of Squaw Valley in Fresno County",15.0,100.0,-119.304258,36.70984,2023,1571.0967359767892
Gulch Fire,2023-06-10 15:07:00+00:00,Mariposa,"Indian Gulch Road and McCay Road, Cathays Valley",25.0,100.0,-120.1499,37.4404,2023,1571.0967359767892
Geology Fire,2023-06-10 16:01:00+00:00,San Bernardino,"Berdoo Canyon Road and Geology Tour Road, Joshua Tree National Park",1088.0,100.0,-116.0533,33.896,2023,145.98
Henderson Fire,2023-06-14 16:41:00+00:00,Lake,"Henderson Drive and Terrace Drive, west of Clearlake Oaks in Lake County ",21.0,100.0,-122.7145,39.023,2023,50.3
Frank Fire,2023-06-15 14:06:00+00:00,Tehama,"Hwy 36 and Frank Ball Road, northwest of Red Bluff",32.0,100.0,-122.5955,40.2869,2023,28.92
Scott Fire,2023-06-15 17:26:28+00:00,Yuba,"Fargo Way and Dusty Trail, north of Browns Valley in Yuba County",115.0,100.0,-121.3686,39.3256,2023,1571.0967359767892
Snell Fire,2023-06-16 17:36:16+00:00,Napa,"Snell Valley Road and Walker Road, southeast of Middletown in Napa County",103.0,100.0,-122.4379,38.6994,2023,60.4
Wildcat Fire,2023-06-16 20:11:00+00:00,Fresno,"Forest Service Road 10S069 and Trimmer Springs Road, Pine Flat ",4297.726568589988,100.0,-119.2043,36.9351,2023,1571.0967359767892
Rocky Fire,2023-06-18 09:31:39+00:00,Tulare,"Yokohl Drive and Rocky Hill Drive ,  East of Exeter ",141.0,100.0,-119.0828,36.3002,2023,1571.0967359767892
Slough Fire,2023-06-18 11:31:00+00:00,Fresno," South Colusa Ave and West Floral Ave, San Joaquin, West of Fresno Slough ",640.0,100.0,-120.188,36.5737,2023,6.48
Black Wood Fire,2023-06-20 23:38:00+00:00,San Diego,Black Wood Rd & Old Mine Rd,37.0,100.0,-116.34461,32.734788,2023,1571.0967359767892
Garbani Fire,2023-06-20 12:55:00+00:00,Riverside,"Garbani Rd, Menifee, Ca",43.0,100.0,-117.201092,33.656034,2023,1571.0967359767892
Viper Fire,2023-06-21 10:19:00+00:00,Riverside,"29900 block of San Timeteo Canyon Rd., north of Moreno Valley",25.0,100.0,-117.138268,33.984167,2023,1571.0967359767892
Harney Fire,2023-06-21 17:30:00+00:00,Tuolumne,"Jacksonville Road and Harney Drive, Jamestown CA",37.0,100.0,-120.3728742,37.8558452,2023,48.92
Peoria Fire,2023-06-23 11:00:00+00:00,Yuba,"Peoria Rd x Hillcrest Rd, northwest of Smartsville",59.0,100.0,-121.3801,39.258,2023,54.0
Balfour Fire,2023-06-25 13:20:00+00:00,Contra Costa,Deer Valley Road and Balfour Road in Contra Costa County,74.0,100.0,-121.7676,37.9143,2023,1.17
Crane Fire,2023-06-27 23:04:00+00:00,Fresno,"Crane Lane and Ackers Lane, near Squaw Valley ",24.0,100.0,-119.0137,36.8675,2023,18.93
Juniper Fire,2023-06-27 15:30:41+00:00,Riverside,"Juniper Road and Santa Rosa Road, west of the City of Perris",68.0,100.0,-117.330286,33.787329,2023,50.49
Nice Fire,2023-06-27 15:13:00+00:00,San Bernardino,"Nice Ave and Amethyst Ave, Mentone ",90.0,100.0,-117.0957,34.0568,2023,91.78
Champagne Fire ,2023-06-30 14:11:00+00:00,Kern,"Champagne Avenue and 170 Street, southwest of Mojave",25.0,100.0,-118.4252,34.9516,2023,4.82
Gann Fire,2023-07-02 12:35:00+00:00,Calaveras,"near Hogan Dam Road and Quartz Hill Road, Valley Springs",105.0,100.0,-120.798285,38.114444,2023,28.42
Whiskey Fire,2023-07-03 15:18:03+00:00,Madera,Road 225 North Fork,4297.726568589988,100.0,-119.46781,37.193819,2023,311.18
Peter Fire,2023-07-03 17:32:00+00:00,Los Angeles,"Dwight Lee Street and Crown Valley Road, Acton",14.0,100.0,-118.193056,34.516944,2023,2.47
Roundup Fire,2023-07-04 14:40:46+00:00,San Bernardino,Juniper Flats and Baldwin Road near Apple valley ,34.0,100.0,-117.186767,34.38695,2023,28.78
Bernasconi Fire,2023-07-04 17:45:00+00:00,Riverside,Bernasconi Road and Ramona Expressway,18.0,100.0,-117.153554,33.838928,2023,2.0
Lincoln Fire,2023-07-05 09:09:00+00:00,Riverside,Lincoln Road and Ave 64 in Mecca,39.0,100.0,-116.078906,33.583941,2023,32.85
Day Fire,2023-07-05 18:26:37+00:00,Riverside,"Day Street and Cajalco Road, near Mead Valley ",56.0,100.0,-117.278984,33.837311,2023,21.56
Frog Fire,2023-07-06 15:32:15+00:00,Riverside,"Frogs Leap and Villa Helena Street, Temecula ",33.0,100.0,-117.0575,33.479,2023,24.46
District Fire,2023-07-07 14:27:00+00:00,Kern,"Interstate 5 and Fort Tejon Road, north of Lebec",1044.0,100.0,-118.9033,34.8866,2023,99.22
Village Fire,2023-07-08 17:21:44+00:00,Riverside,"Country Village Drive and Hy 60, near Jurupa Valley ",4297.726568589988,99.91242829827915,-117.5072,34.0204,2023,3.15
Park Fire,2023-07-09 16:28:27+00:00,San Diego,Potrero Park Drive and Potrero Valley Rd,64.0,100.0,-116.5836,32.6003,2023,70.53
Vineyard Fire,2023-07-09 18:31:43+00:00,San Luis Obispo,"Vineyard Canyon Road and Indian Valley Road, East of San Miguel ",391.0,100.0,-120.8169,35.8,2023,22.69
Rider Fire,2023-07-11 12:43:00+00:00,Riverside,"Cajalco Road and Rider Street, near Mead Valley",12.0,100.0,-117.2616,33.8302,2023,6.52
Carbon Fire,2023-07-11 15:10:27+00:00,Amador,"Carbondale Road and Willow Creek, near Ione",58.0,100.0,-120.98731,38.43948,2023,1571.0967359767892
Snake Fire,2023-07-11 14:22:00+00:00,Riverside,Lindell Rd. and Snake Rd. in Lake Elsinore,30.0,100.0,-117.348,33.7505,2023,41.61
Spring Fire,2023-07-11 16:46:00+00:00,Riverside,Gilman Springs Road and Hwy 60 near Moreno Valley ,35.0,100.0,-117.124,33.9364,2023,14.23
Liberty Fire,2023-07-11 18:11:00+00:00,Amador,"East Liberty Road and Ranchero Road, north of Camanche Reservoir",71.0,100.0,-121.0089,38.2387,2023,1571.0967359767892
Avocado Fire,2023-07-12 16:29:00+00:00,Riverside,"near Avocado Mesa Road, in La Cresta",10.0,100.0,-117.300098,33.505725,2023,14.02
Pulsar Fire,2023-07-13 20:39:00+00:00,Riverside,"Pulsar View Road, Lakeview",12.0,100.0,-117.068009,33.821929,2023,23.97
Highland Fire,2023-07-14 14:57:00+00:00,Riverside,"South Highland Springs Ave and Breckenridge Ave, Beaumont, Ca.",105.0,100.0,-116.946498,33.907342,2023,75.5
Rabbit Fire,2023-07-14 15:30:00+00:00,Riverside,"Northeast of Gilman Springs Road and Jack Rabbit Trail, in Lakeview ",8355.0,100.0,-117.070916,33.889467,2023,193.5
Gavilan Fire,2023-07-15 15:28:00+00:00,Riverside,Gavilan Road and Smith Road in Lake Matthews,336.0,100.0,-117.358124,33.817004,2023,145.53
Lodoga Fire,2023-07-16 21:46:00+00:00,Colusa,"Sites Lodoga Road and Lodoga Stonyford Road, Colusa County",22.0,100.0,-122.466,39.2694,2023,62.4
Stony Fire,2023-07-18 14:48:00+00:00,Glenn,"County Road 306 and Hwy 162, north of Elk Creek",89.0,100.0,-122.5259,39.6685,2023,41.2
Juniper Fire,2023-07-18 20:59:23+00:00,Fresno,"Highway 198 and Crump Lane, West of Coalinga ",15.0,100.0,-120.5689,36.1132,2023,19.01
Reche Fire,2023-07-14 00:58:00+00:00,Riverside,"Reche Canyon Road and Broe Road, Moreno Valley",436.0,100.0,-117.2169,33.9835,2023,173.03
Idria Fire,2023-07-19 23:32:00+00:00,San Benito,"New Idria Road, near New Idria",296.0,100.0,-120.801732,36.490487,2023,54.47
Oak Fire,2023-07-19 14:02:00+00:00,Riverside,"7100 Block of Sierra Avenue, in Jurupa Valley",137.0,100.0,-117.4261,34.0182,2023,26.97
Wonder Fire,2023-07-24 16:15:00+00:00,Shasta,"Wonderland Boulevard and Ponderosa Road, South of Shasta Lake",162.0,100.0,-122.3232056,40.7316228,2023,1571.0967359767892
Long Fire,2023-07-25 15:24:50+00:00,Fresno,"45,000 block of Longview Rd, near Yokuts Valley, Ca",33.0,100.0,-119.1521739,36.6932792,2023,1571.0967359767892
Victor Fire,2023-07-25 15:25:00+00:00,Los Angeles,"North Sierra Highway and Needham Ranch Parkway, Santa Clarita",70.0,100.0,-118.507954,34.356691,2023,40.95
Agua Fire,2023-07-25 14:17:00+00:00,Los Angeles,"Soledad Canyon, west of Acton",421.0,100.0,-118.326389,34.438333,2023,315.72
Turkey Fire,2023-07-26 14:17:00+00:00,Butte,"Turkey Creek Trail, Swedes Flat Rd, Bangor",65.0,100.0,-121.399989,39.446994,2023,192.61
Bonny Fire,2023-07-27 14:52:00+00:00,Riverside,"45000 Block of Bonny Lane, near Aguanga",2323.0,100.0,-116.7247,33.4769,2023,257.67
Sunset Fire,2023-07-27 18:49:16+00:00,Riverside,"Mesa Street cross of Gilman Street, Banning CA",103.0,100.0,-116.9081,33.9372,2023,22.18
Scodie Fire,2023-07-28 21:28:00+00:00,Kern,"Highway 178 and Scodie Park Road, near Onyx",20.0,100.0,-118.2148,35.6967,2023,1571.0967359767892
Flynn Fire,2023-07-29 19:09:00+00:00,Alameda,"I-580 and North Flynn Road, Altamont ",80.0,100.0,-121.6065,37.7356,2023,10.85
Shell Fire,2023-07-30 11:56:00+00:00,San Luis Obispo,"Shell Creek and HWY 58, east of Creston",100.0,100.0,-120.334625,35.458459,2023,80.51
York Fire,2023-08-01 09:07:57+00:00,San Bernardino,"New York Mountains, San Bernardino County, and Clark County",93078.0,100.0,-115.317389,35.191889,2023,440.87
Haberkern Fire,2023-08-01 16:00:00+00:00,Kern," Lebec, South of Bakersfield",35.0,100.0,-119.988888,36.7611111,2023,28.44
Beale Fire,2023-08-01 16:00:00+00:00,Kern,"Hart Flat, West of Tehachapi",61.0,100.0,-120.181725,35.403564,2023,1571.0967359767892
Nuevo Fire,2023-08-01 10:04:00+00:00,Riverside,"31120 Nuevo Road, Juniper Hills",20.0,100.0,-117.11938,33.7995,2023,1571.0967359767892
RV Fire,2023-08-01 13:54:00+00:00,Merced,Interstate 5 near Arburua Rd,29.0,100.0,-120.8839,36.9648,2023,1571.0967359767892
East Fire ,2023-08-01 14:26:00+00:00,Kern,"Round Mountain Road and Eastmont Road, northeast of Bakersfield",1291.0,100.0,-118.875657,35.490591,2023,30.04
Almond Fire,2023-08-02 23:44:00+00:00,Riverside,"Bonita Avenue and Poplar Street, Cabazon",95.0,100.0,-116.76111,33.91436,2023,-13.9
Stanley Fire,2023-08-02 13:59:00+00:00,Riverside,"Stanley Road & Red Mountain Road, Hemet",16.0,100.0,-116.84334,33.602019,2023,1571.0967359767892
Clayton Fire,2023-08-03 14:28:00+00:00,Santa Clara,"Clayton Road and Via De La Vista, East San Jose",68.0,100.0,-121.464716,37.368648,2023,1571.0967359767892
Tecuya Fire,2023-08-02 07:30:00+00:00,Kern,"North of Frazier Park, Tecuya Mountain",4297.726568589988,99.91242829827915,-118.997325,34.847129,2023,120.5
Ridge Fire,2023-08-04 14:45:00+00:00,Shasta,"15000 block of Fawn Ridge Drive, French Gulch, Ca",28.0,100.0,-122.624538,40.735974,2023,39.25
Boulevard Fire,2023-08-04 14:49:00+00:00,Kern,"Cameron Canyon Road & Hwy 58, Cameron",88.0,100.0,-118.2951023,35.0990626,2023,40.21
No Name Fire,2023-08-05 17:42:23+00:00,Kern,"Sand Canyon Rd , southwest of Pearsonville",1120.0,100.0,-117.8875,35.78611,2023,335.29
Almond Fire,2023-08-06 16:52:04+00:00,Kern,Highway 46 and highway 33 West of Lost Hills. ,5228.0,100.0,-119.835808,35.614674,2023,25.13
Pass ,2023-08-06 16:16:00+00:00,San Diego,"Boulevard, CA",36.0,100.0,-116.3017,32.68535,2023,1571.0967359767892
Bunnie Fire,2023-08-09 11:18:00+00:00,San Diego,"San Vicente Road and Chuck Wagon Road, Ramona",184.0,100.0,-116.855731,32.994676,2023,52.7
Rock Fire,2023-08-09 14:35:00+00:00,Riverside,"Southwest of Martin St & Davis Rd, Lake Perris",531.0,100.0,-117.150639,33.871189,2023,25.42
Cemetery Fire,2023-08-09 14:00:00+00:00,Butte,Highway 99 and Deniz Bros Lane near Gridley in Butte County,68.0,100.0,-121.68793,39.377918,2023,4.0
Dry Creek Complex,2023-08-10 18:51:00+00:00,Tulare,"Dry Creek Road and Mile Marker 4, northeast of Woodlake in Tulare County",301.0,100.0,-119.0113,36.5323,2023,-0.85
Hernandez Fire,2023-08-10 18:47:45+00:00,San Benito,Hernandez road and San Benito lateral Northeast of King City,75.0,100.0,-120.9783812,36.4392121,2023,25.2
Rinconada Fire,2023-08-11 19:00:00+00:00,San Luis Obispo,"Hwy 166 west of Chimineas Ranch Road, West of Cuyama ",4297.726568589988,99.91242829827915,-120.0175,35.0832,2023,13.0
Trotter,2023-08-14 11:10:00+00:00,Kern,"Trotter Dr and Skyline Drive, West of Tehachapi ",52.0,100.0,-118.6027987,35.1387962,2023,53.83
Bitter Fire,2023-08-15 17:56:00+00:00,San Luis Obispo,"Soda Lake Road and Bitterwater Road, Southeast of Shandon",695.0,100.0,-120.0574,35.4854,2023,12.38
SKU August Lightning Complex,2023-08-15 19:48:44+00:00,Siskiyou,Siskiyou County,838.0,100.0,-121.5041,41.2477,2023,371.19
Deep Fire,2023-08-16 08:28:40+00:00,Trinity,Stuart Fork drainage,4198.0,100.0,-122.94871,40.93686,2023,1134.26
Slide 1 Fire,2023-08-16 08:35:57+00:00,Tehama,North of Mount Linn,473.0,100.0,-122.855,40.036944,2023,136.9
Smith River Complex,2023-08-15 07:00:00+00:00,Del Norte,"South of the Oregon border, northeast of High Plateau Mountain",95107.0,100.0,-123.868447,41.958269,2023,2267.0
Highway Fire,2023-08-16 15:35:53+00:00,Nevada,Washington Road south of Alpha Road,4297.726568589988,100.0,-120.788152,39.339386,2023,1571.0967359767892
Cochrane Fire,2023-08-16 17:31:03+00:00,Santa Clara,Hwy 101 and Coyote Creek Golf Drive in North Morgan Hill,72.0,100.0,-121.67208,37.18725,2023,164.89
Thirty Five Fire,2023-08-17 12:36:00+00:00,Glenn,"County Road 35 and County Road 33, west of Artois",109.0,100.0,-122.3287,39.6194,2023,4.4
Coyote Fire,2023-08-17 12:11:00+00:00,San Diego,Coyote Holler Road and Round Potrero Road,466.0,100.0,-116.6415,32.6347,2023,77.82
Happy Camp Complex,2023-08-16 10:27:00+00:00,Siskiyou,Klamath National Forest and Happy Camp Ranger District near Scott Bar,21725.0,100.0,-123.045093,41.777554,2023,1815.05
South Fork Complex,2023-08-15 08:00:00+00:00,Trinity,"Little Pilot Rock, Bridgeville",3929.0,100.0,-123.662677,40.623606,2023,1882.0
Plant Fire,2023-08-19 13:25:33+00:00,Santa Barbara,"Aliso Park Road and Foothill Road, New Cuyama",5464.0,100.0,-119.73328,34.9190169,2023,265.57
SRF Lightning Complex,2023-08-20 11:16:48+00:00,Humboldt,Humboldt County,50198.0,100.0,-123.611167,41.017222,2023,1680.61
Creek Fire,2023-09-06 15:30:00+00:00,Lake,"Highway 29 and Clayton Creek Road, south of Lower Lake in Lake County",28.0,100.0,-122.601667,38.903333,2023,116.96
Knoll Fire,2023-09-10 12:46:00+00:00,Calaveras,New Hogan Lake near Valley Springs,32.0,100.0,-120.7942,38.18291,2023,53.23
Alta Fire,2023-09-12 15:35:00+00:00,Napa,"Wooden Valley Rd and White Creek, northeast of Napa",14.0,100.0,-122.1796,38.3702,2023,25.92
Caliente Fire,2023-09-16 15:37:00+00:00,Kern,East of Bealville Road and West of Keene,55.0,100.0,-118.616,35.2674,2023,26.68
Meadow Fire,2023-09-26 14:08:23+00:00,Riverside,"Sharp Road and Springs Street, Lake Elsinore",23.0,100.0,-117.279764,33.753608,2023,1571.0967359767892
Green Fire,2023-10-06 12:05:00+00:00,San Luis Obispo,"6000 Block of Hwy 46 W., East of Cambria",243.0,100.0,-120.9739,35.5421,2023,78.73
Grade Fire,2023-10-06 12:35:00+00:00,Santa Barbara,"Hwy 101 and Old Coast Hwy, South of Buellton",4297.726568589988,99.91242829827915,-120.1959,34.5423,2023,1571.0967359767892
Williams Fire,2023-10-06 15:47:00+00:00,Monterey,"Lockwood San Lucas Road and HWY 101, West of San Ardo",44.0,100.0,-121.07148,36.0295,2023,1571.0967359767892
Wiley Fire,2023-10-07 14:49:04+00:00,Solano,"4600 block of Wiley Lane, Suisun",36.0,100.0,-121.981732,38.265241,2023,72.45
Avenales Fire,2023-10-12 22:50:00+00:00,San Luis Obispo,"Avenales Ranch Road and Los Pelados Road, Southeast of Pozo",4297.726568589988,99.91242829827915,-120.1924,35.2087,2023,114.17
King Fire,2023-10-14 15:13:00+00:00,Madera,"Kinsman Flat Road and Mammoth Road, North West of Shaver Lake",4297.726568589988,99.91242829827915,-119.3594,37.2147,2023,313.78
Stanley Fire,2023-10-17 20:30:00+00:00,Riverside,"46000 Stanley Road, in Aguanga",5.0,100.0,-116.857302,33.592915,2023,1571.0967359767892
Border 34 Fire,2023-10-29 15:29:00+00:00,San Diego,"Otay Mountain Wilderness, east of Otay Mesa",24.0,100.0,-116.9196,32.598,2023,22.52
Highland Fire,2023-10-30 12:37:00+00:00,Riverside,"Highland Road and Aguanga Ranchos Road, Aguanga",2487.0,100.0,-116.82307,33.438207,2023,192.69
Lizzie Fire,2023-10-30 14:14:00+00:00,San Luis Obispo,"Johnson Avenue and Bishop Street, city of San Luis Obispo",124.0,100.0,-120.644,35.2808,2023,52.1
Sun Fire,2023-11-09 12:15:00+00:00,Santa Barbara,"7200 San Julian Road, Lompoc",211.0,100.0,-120.32318,34.55742,2023,89.75
Midway Fire,2023-11-12 15:06:32+00:00,Kern,Kern County,4297.726568589988,99.91242829827915,-119.58333,35.15773,2023,46.99
Lamb Fire,2023-11-14 10:48:00+00:00,Riverside,Northeast of Lamb Canyon Road,13.0,100.0,-116.99867,33.85008,2023,1571.0967359767892
Manzanita Fire,2023-11-14 16:25:00+00:00,Riverside,Northbound Highway 79 and Gilman Springs Road,15.0,100.0,-117.003584,33.839416,2023,-7.33
Adams Fire,2023-11-19 18:34:00+00:00,Riverside,"Northeast of Macomber Palms, Indio",36.0,100.0,-116.246207,33.809953,2023,1571.0967359767892
Sierra Fire,2023-11-20 10:38:00+00:00,Riverside,"La Sierra Avenue and El Sobrante Road, El Cerrito",35.0,100.0,-117.46406,33.8438665,2023,1571.0967359767892
Sage Fire,2023-11-23 13:50:00+00:00,San Diego,"Highway 94 at Vista Sage Lane, Jamul",39.0,100.0,-116.891493,32.723389,2023,118.5
Border 38 Fire,2023-12-05 09:45:00+00:00,San Diego,Marron Valley Road and Tijuana River ,13.0,100.0,-116.7986,32.5666,2023,30.27
Elm Fire,2023-12-09 09:21:00+00:00,Riverside,"Ida Avenue and Peach Street, Cabazon ",65.0,100.0,-116.7635,33.9007,2023,51.24
South Fire,2023-12-09 09:38:00+00:00,Ventura,"South Mountain Loop Road and Solano Verde Drive, South of Santa Paula",2715.0,100.0,-118.9938,34.327,2023,70.68
Pine Fire,2023-12-15 12:20:00+00:00,Kern,"South Granite Road and Round Mountain Road, Northeast of Bakersfield",181.0,100.0,-118.8696,35.5593,2023,6.55
Border 42 Fire,2023-12-21 21:55:00+00:00,San Diego,"Marron Valley and Barrett Truck Trail, South of Dulzura",50.0,100.0,-116.7718,32.6036,2023,10.08
3-9 Fire,2023-08-16 02:22:13+00:00,Humboldt,Unknown / TBD,2840.0,99.91242829827915,-123.5797,40.636317,2023,1571.0967359767892
Quarry Fire,2023-09-09 19:32:00+00:00,Tuolumne,Reynolds Creek in Stanislaus National Forest,9130.0,100.0,-119.991667,38.06095,2023,1601.28
Palmas Fire,2024-02-20 23:57:00+00:00,Riverside,"Dos Palmas Spring Road, North Shore ",239.0,100.0,-115.82784,33.5103795,2024,136.05
 Bryson Fire,2024-02-27 12:27:41+00:00,Monterey,"Sapague Rd and Bryson Hesperia Road, Northeast of Bryson",11.0,100.0,-121.084104,35.81148,2024,10.54
